@relation train_80p100_38556_weather_only

@attribute weather_description {'overcast clouds',haze,'scattered clouds','sky is clear','broken clouds',mist,'moderate rain','Sky is Clear','light snow','heavy snow','proximity thunderstorm','few clouds','light rain','light intensity drizzle',fog,'heavy intensity rain',snow,drizzle,'proximity shower rain',thunderstorm,smoke,'thunderstorm with light rain','very heavy rain','heavy intensity drizzle','proximity thunderstorm with rain','thunderstorm with rain','shower drizzle','light shower snow','thunderstorm with heavy rain','thunderstorm with light drizzle','proximity thunderstorm with drizzle',SQUALLS,'light intensity shower rain','freezing rain','light rain and snow',sleet,'thunderstorm with drizzle'}
@attribute traffic_volume numeric

@data
'proximity thunderstorm',581
'overcast clouds',5606
'Sky is Clear',1183
'broken clouds',4824
'scattered clouds',5769
'sky is clear',5816
haze,868
'overcast clouds',551
'sky is clear',4387
'few clouds',4737
'Sky is Clear',3927
'sky is clear',1263
'sky is clear',955
'scattered clouds',2558
'light rain',3289
'proximity thunderstorm',851
'light rain',4517
'sky is clear',5234
'few clouds',6455
mist,915
haze,4583
'sky is clear',1257
fog,6171
'proximity thunderstorm with rain',5730
'few clouds',1604
'broken clouds',2531
'broken clouds',4179
'broken clouds',6753
'scattered clouds',3322
'sky is clear',471
'sky is clear',3238
'sky is clear',2697
'scattered clouds',405
'broken clouds',2440
mist,3558
mist,4864
'sky is clear',6550
'few clouds',3457
'scattered clouds',5370
'heavy snow',2137
haze,3945
'broken clouds',2835
'overcast clouds',6601
'scattered clouds',5036
'overcast clouds',4680
'overcast clouds',4314
mist,2711
mist,4547
'scattered clouds',5623
'heavy snow',4325
'sky is clear',805
'sky is clear',839
mist,4631
'overcast clouds',4838
mist,891
'scattered clouds',327
snow,625
'broken clouds',4547
mist,265
'sky is clear',2951
drizzle,372
'broken clouds',2804
'scattered clouds',6119
'overcast clouds',3676
'Sky is Clear',3178
mist,5902
fog,5118
'light rain',261
'sky is clear',4893
fog,6160
'light intensity drizzle',6365
'heavy intensity rain',4786
'Sky is Clear',302
'few clouds',453
'sky is clear',374
'heavy snow',4129
'broken clouds',6004
'light intensity drizzle',4358
'Sky is Clear',5852
'light rain',5327
haze,4570
'overcast clouds',3223
'sky is clear',6852
'proximity thunderstorm',319
'broken clouds',5019
'sky is clear',1235
haze,5287
'overcast clouds',522
'light rain',3334
fog,979
'light rain',4629
'broken clouds',4455
'few clouds',457
mist,5425
mist,4823
'light rain',5670
'broken clouds',1421
'sky is clear',1798
drizzle,2700
'light rain',292
mist,5899
'heavy intensity rain',961
mist,3611
'Sky is Clear',277
'overcast clouds',1780
'sky is clear',3506
'sky is clear',5000
mist,920
'sky is clear',2781
'sky is clear',4567
'sky is clear',418
'sky is clear',2076
'sky is clear',745
'scattered clouds',1171
'light rain',2785
'scattered clouds',4760
fog,847
'broken clouds',2040
fog,5785
haze,2795
'light rain',403
'broken clouds',901
'heavy intensity drizzle',4413
'broken clouds',834
'broken clouds',4953
'overcast clouds',570
mist,5100
'broken clouds',4582
'sky is clear',453
'sky is clear',5185
'sky is clear',2903
fog,4263
'sky is clear',4223
'few clouds',3102
'moderate rain',3071
'sky is clear',5449
'scattered clouds',544
'scattered clouds',4454
'heavy snow',2712
'sky is clear',535
'proximity shower rain',5403
'moderate rain',2980
'overcast clouds',1230
'broken clouds',868
mist,434
'moderate rain',6365
mist,5660
'overcast clouds',3618
'light snow',1354
mist,5492
'overcast clouds',3148
'heavy intensity rain',5170
mist,4480
'sky is clear',876
'light rain',6863
'moderate rain',1734
mist,5759
'sky is clear',3356
'few clouds',1816
'sky is clear',4541
'sky is clear',2032
'sky is clear',6123
mist,6039
'broken clouds',3412
'light snow',4963
'scattered clouds',392
'sky is clear',3889
'Sky is Clear',3592
'sky is clear',381
mist,3610
'proximity thunderstorm',934
'few clouds',1115
fog,3753
'moderate rain',1205
'light rain',1772
'light snow',1340
'light intensity drizzle',5217
'sky is clear',5672
'Sky is Clear',4298
'broken clouds',2847
mist,5592
'moderate rain',4716
'broken clouds',4551
'sky is clear',330
haze,5660
mist,2051
'light rain',1196
'broken clouds',3804
'light intensity drizzle',339
'overcast clouds',1663
mist,274
'light rain',2651
'light rain',4727
'sky is clear',2977
'sky is clear',584
'proximity thunderstorm',1784
'overcast clouds',1949
'heavy intensity drizzle',2078
'sky is clear',2829
'broken clouds',6582
'sky is clear',3545
'proximity thunderstorm',1016
'overcast clouds',311
'scattered clouds',1166
'overcast clouds',4662
'overcast clouds',376
mist,607
haze,6543
'sky is clear',1265
'scattered clouds',4899
haze,5947
'Sky is Clear',6269
haze,698
'broken clouds',6017
mist,6584
'scattered clouds',6030
'sky is clear',3795
'overcast clouds',2167
'moderate rain',4109
'sky is clear',1070
drizzle,3905
'scattered clouds',2626
'sky is clear',332
'sky is clear',5033
'light rain',3012
'light rain',2631
'few clouds',3839
'light rain',1739
'scattered clouds',4721
'sky is clear',4964
'broken clouds',3410
'few clouds',2617
'proximity thunderstorm',3832
'light snow',2304
'sky is clear',853
mist,4748
'sky is clear',3630
'sky is clear',811
'sky is clear',2169
'light snow',3276
'overcast clouds',5169
'light snow',876
'overcast clouds',6327
'scattered clouds',4423
'Sky is Clear',3977
'overcast clouds',4908
'few clouds',4554
'overcast clouds',4545
'sky is clear',6570
'light snow',4551
'sky is clear',368
'light rain',4784
'light intensity drizzle',5329
'light snow',4567
'broken clouds',5177
'sky is clear',464
'broken clouds',1956
'light snow',4748
'sky is clear',274
'overcast clouds',3059
'few clouds',5320
'sky is clear',599
'sky is clear',5299
mist,3572
'scattered clouds',3125
'sky is clear',3141
'overcast clouds',3282
thunderstorm,340
'few clouds',4203
'light snow',803
'overcast clouds',3308
'overcast clouds',1080
'sky is clear',329
mist,462
'sky is clear',2020
'broken clouds',4823
haze,3977
mist,4927
'scattered clouds',5161
'sky is clear',572
'overcast clouds',4531
mist,6092
'broken clouds',3811
mist,2474
mist,705
'overcast clouds',4635
'sky is clear',2703
'sky is clear',970
'broken clouds',367
fog,4631
'sky is clear',3126
'Sky is Clear',4365
'light rain',617
'sky is clear',2532
'sky is clear',557
'sky is clear',6190
'sky is clear',381
'moderate rain',427
'sky is clear',3154
'broken clouds',268
'sky is clear',5181
'overcast clouds',6593
mist,4428
'sky is clear',3813
mist,2176
'thunderstorm with heavy rain',400
'light rain',322
'sky is clear',856
'light rain',4517
'scattered clouds',5993
'light rain',3011
'broken clouds',4193
mist,2704
'sky is clear',1235
'light snow',5178
'sky is clear',2126
'Sky is Clear',418
'light rain',5704
mist,4321
'light rain',5131
'sky is clear',4654
'sky is clear',274
haze,1403
'sky is clear',5109
'scattered clouds',6054
'Sky is Clear',620
'light rain',758
'scattered clouds',3267
'sky is clear',2277
'overcast clouds',5102
'light rain',4777
'sky is clear',5448
'moderate rain',4853
'sky is clear',2555
'overcast clouds',3414
'light rain and snow',4739
'scattered clouds',5537
'overcast clouds',4015
'scattered clouds',4944
'overcast clouds',389
'broken clouds',2027
'sky is clear',514
'overcast clouds',2726
'broken clouds',5778
'broken clouds',5936
'sky is clear',2691
'Sky is Clear',7023
'sky is clear',4523
'sky is clear',1117
'scattered clouds',4816
'Sky is Clear',384
'light snow',2476
'sky is clear',1738
mist,1523
'broken clouds',391
'broken clouds',4671
'sky is clear',1308
'light rain',5685
snow,1978
'sky is clear',4547
'sky is clear',558
mist,4135
'few clouds',5074
'heavy intensity rain',5527
'broken clouds',4763
'sky is clear',404
mist,325
'broken clouds',779
'light rain',6722
'overcast clouds',2407
'broken clouds',4459
mist,634
'sky is clear',1507
'sky is clear',344
mist,302
'sky is clear',4940
'sky is clear',5963
mist,819
'sky is clear',360
'light snow',4983
'overcast clouds',4497
mist,660
'proximity shower rain',4900
'sky is clear',3253
'broken clouds',4367
'few clouds',6505
'overcast clouds',386
drizzle,3006
'broken clouds',4568
'light snow',5502
'overcast clouds',3253
'sky is clear',758
'light rain',4954
'sky is clear',4470
'sky is clear',6173
'sky is clear',4744
'moderate rain',2016
'broken clouds',736
'broken clouds',6291
'sky is clear',1916
'overcast clouds',2496
'sky is clear',4778
'moderate rain',745
'proximity thunderstorm',5982
'light intensity drizzle',2587
'sky is clear',3184
'light snow',1008
'overcast clouds',1179
'few clouds',3077
'light snow',4025
'sky is clear',501
drizzle,2687
'scattered clouds',560
'scattered clouds',2988
'overcast clouds',793
'few clouds',2775
'sky is clear',4550
'light rain',6787
'light rain',372
'light intensity drizzle',4598
'overcast clouds',2581
'few clouds',661
'sky is clear',4193
mist,763
'overcast clouds',4046
'overcast clouds',6390
'Sky is Clear',378
'scattered clouds',1569
fog,4777
'sky is clear',4199
snow,811
'sky is clear',356
'broken clouds',4504
'scattered clouds',4739
'broken clouds',425
'light snow',354
haze,5792
'overcast clouds',2719
'scattered clouds',2388
'broken clouds',488
'sky is clear',5393
'Sky is Clear',328
'light rain',906
'scattered clouds',652
'scattered clouds',5017
'scattered clouds',3346
'moderate rain',980
'light snow',600
'sky is clear',4983
'Sky is Clear',4370
'few clouds',4656
'overcast clouds',3418
'broken clouds',5635
'sky is clear',490
'light rain',4605
'light snow',1020
mist,377
'sky is clear',358
'sky is clear',4730
'proximity thunderstorm',358
'few clouds',3069
'scattered clouds',374
'sky is clear',664
'broken clouds',4204
'overcast clouds',4132
'sky is clear',5147
'scattered clouds',6107
'scattered clouds',604
'few clouds',3272
'light rain',4061
'proximity thunderstorm',330
'light rain',499
'proximity thunderstorm',362
'sky is clear',1373
'sky is clear',6180
'light snow',597
'light intensity drizzle',1673
'sky is clear',6378
'scattered clouds',4904
'broken clouds',5974
'few clouds',4578
'sky is clear',911
mist,1821
'few clouds',4178
'sky is clear',1772
'overcast clouds',2409
'few clouds',5893
mist,6157
'light intensity drizzle',1172
'few clouds',3068
'scattered clouds',372
mist,3015
'broken clouds',5005
'broken clouds',5203
'sky is clear',2633
'light snow',2832
'overcast clouds',2310
'few clouds',473
'overcast clouds',2110
'overcast clouds',2991
'broken clouds',5813
'sky is clear',825
mist,278
'sky is clear',6372
'few clouds',1494
'sky is clear',345
'moderate rain',4197
'broken clouds',4906
mist,2875
'broken clouds',4560
'scattered clouds',5439
'light snow',4607
'scattered clouds',528
'broken clouds',1442
'proximity thunderstorm',4146
haze,4601
'light rain',394
'broken clouds',4380
snow,2625
'sky is clear',1999
'sky is clear',3118
'overcast clouds',6301
'sky is clear',4045
'scattered clouds',6188
'sky is clear',2694
'light rain',4766
'moderate rain',5356
mist,4567
'Sky is Clear',3153
mist,313
'sky is clear',1048
'sky is clear',746
'Sky is Clear',5750
'overcast clouds',6432
'overcast clouds',837
'light snow',2160
'broken clouds',2619
'overcast clouds',6116
'broken clouds',1198
'broken clouds',471
'sky is clear',2597
drizzle,832
'sky is clear',360
'overcast clouds',3283
'light snow',4839
'sky is clear',4819
'few clouds',527
haze,4717
haze,2999
mist,5763
'overcast clouds',2745
thunderstorm,2086
'scattered clouds',4406
'heavy intensity rain',6279
'sky is clear',5031
'sky is clear',3030
'sky is clear',872
mist,5400
'scattered clouds',761
'moderate rain',2348
'sky is clear',6036
'sky is clear',491
'overcast clouds',4134
'broken clouds',4986
'overcast clouds',5617
'moderate rain',5945
'light intensity drizzle',4377
'light snow',836
'sky is clear',380
'sky is clear',5298
'light intensity drizzle',4167
'sky is clear',2506
'overcast clouds',381
'light snow',601
'overcast clouds',2734
'sky is clear',1097
mist,707
'overcast clouds',2604
'scattered clouds',4267
'sky is clear',368
'scattered clouds',5001
'broken clouds',1962
'proximity shower rain',3764
'broken clouds',4117
'sky is clear',6579
'broken clouds',3117
'Sky is Clear',1116
'scattered clouds',395
haze,2875
'broken clouds',2727
'sky is clear',5917
'scattered clouds',3166
mist,2747
'scattered clouds',4337
'light rain',4682
'sky is clear',311
'broken clouds',5549
'light intensity drizzle',5023
'sky is clear',2030
'sky is clear',5464
'light snow',6321
'Sky is Clear',6234
'light rain',4524
'light intensity drizzle',5276
'sky is clear',2154
mist,763
'sky is clear',866
'sky is clear',2731
'sky is clear',440
'Sky is Clear',4584
'light rain',1945
'light rain',5814
'sky is clear',3442
'broken clouds',2461
'light rain',4234
'sky is clear',3959
'sky is clear',1407
mist,3074
'sky is clear',5676
'sky is clear',6739
'overcast clouds',1062
'sky is clear',2590
mist,5714
'broken clouds',4784
'overcast clouds',3917
'broken clouds',478
'sky is clear',336
'Sky is Clear',5687
'heavy intensity rain',297
'light intensity drizzle',4521
'overcast clouds',6672
'sky is clear',3375
'light rain',4320
'broken clouds',1825
'few clouds',4473
mist,721
'overcast clouds',5050
'moderate rain',1409
snow,3866
'sky is clear',5786
haze,4646
'broken clouds',568
'sky is clear',5460
mist,4734
'sky is clear',2612
'light rain',5912
'overcast clouds',1480
'moderate rain',1264
haze,3423
mist,296
'moderate rain',332
'few clouds',4834
'overcast clouds',4065
'Sky is Clear',371
'few clouds',5880
'sky is clear',736
'heavy snow',1577
'moderate rain',4941
'proximity thunderstorm',5153
'light rain',5725
'sky is clear',1071
'sky is clear',260
'overcast clouds',1082
mist,4233
'overcast clouds',5319
mist,3611
'broken clouds',4471
mist,5064
drizzle,4746
mist,4872
'moderate rain',4338
'light snow',4688
'overcast clouds',4068
'light rain',1141
'broken clouds',1970
'Sky is Clear',414
'scattered clouds',686
'broken clouds',860
'few clouds',2807
'overcast clouds',5035
'broken clouds',2591
mist,5021
'heavy intensity rain',3415
'broken clouds',3923
'sky is clear',1928
fog,2706
'broken clouds',664
'broken clouds',4906
'scattered clouds',6
'sky is clear',4707
'sky is clear',2756
'light rain',2657
mist,5331
'broken clouds',5190
'scattered clouds',795
'sky is clear',5593
'overcast clouds',4212
'light rain',2855
'broken clouds',5265
'sky is clear',1991
'scattered clouds',525
'sky is clear',4084
'sky is clear',4473
'sky is clear',288
haze,3058
'light intensity drizzle',1312
haze,4739
'sky is clear',2014
'overcast clouds',6942
mist,6885
'sky is clear',5255
'few clouds',4483
'scattered clouds',2107
'light rain',2754
drizzle,4386
'broken clouds',6358
'broken clouds',6359
'sky is clear',529
'sky is clear',357
'light rain',1331
haze,5136
'broken clouds',2736
'overcast clouds',5437
'light rain',5224
'light snow',5826
mist,2107
'scattered clouds',597
'proximity thunderstorm',3238
'light intensity drizzle',2122
'sky is clear',5007
'light rain',3813
'broken clouds',5965
'Sky is Clear',2851
fog,940
'sky is clear',1138
'broken clouds',6339
'thunderstorm with heavy rain',2269
'overcast clouds',5086
'sky is clear',1031
'light intensity drizzle',483
'sky is clear',1463
'moderate rain',1447
'few clouds',6189
'few clouds',2065
haze,2506
'light rain',6045
'scattered clouds',4251
mist,4095
'scattered clouds',967
'sky is clear',5043
'sky is clear',2463
'sky is clear',3745
'moderate rain',1821
'sky is clear',3960
'sky is clear',3748
'overcast clouds',2115
'moderate rain',3165
'sky is clear',4039
'proximity thunderstorm',2943
'sky is clear',2694
'few clouds',3745
'scattered clouds',6511
drizzle,1117
'light snow',2570
'scattered clouds',5880
fog,773
'scattered clouds',4542
haze,4611
'overcast clouds',4370
'overcast clouds',2974
'light rain',5995
'Sky is Clear',6295
mist,5750
'overcast clouds',2949
'light snow',1057
'sky is clear',4256
'scattered clouds',1872
'scattered clouds',566
'overcast clouds',4049
'broken clouds',6045
'scattered clouds',3405
'sky is clear',734
'overcast clouds',1101
'broken clouds',4739
'sky is clear',795
'overcast clouds',764
'broken clouds',3008
'broken clouds',2844
'moderate rain',3595
'thunderstorm with light rain',5011
mist,4510
'overcast clouds',5597
'light rain',5599
mist,2504
'broken clouds',580
'sky is clear',3162
'Sky is Clear',5952
mist,6198
'sky is clear',5330
'overcast clouds',6712
'sky is clear',2478
'thunderstorm with heavy rain',5144
'few clouds',6534
'moderate rain',4611
mist,1356
'light rain',1001
'light intensity drizzle',4678
'few clouds',4332
haze,4569
'sky is clear',3888
'light snow',4714
'proximity thunderstorm',5165
mist,1802
'scattered clouds',5030
'sky is clear',452
'broken clouds',2125
mist,1555
'broken clouds',4596
'sky is clear',4623
mist,4853
'sky is clear',300
'light snow',217
'light intensity drizzle',2649
haze,735
'sky is clear',1614
haze,6713
'scattered clouds',714
'sky is clear',2948
'broken clouds',368
mist,323
'sky is clear',283
'sky is clear',4846
'scattered clouds',3793
fog,2709
mist,872
mist,2069
'heavy snow',4528
'sky is clear',376
'sky is clear',1866
'scattered clouds',2484
'broken clouds',4580
'sky is clear',622
drizzle,4964
'scattered clouds',4077
mist,332
'overcast clouds',5511
mist,4806
'moderate rain',812
'sky is clear',904
mist,5433
mist,1392
'overcast clouds',735
'few clouds',4553
thunderstorm,3636
fog,4265
'few clouds',5999
'scattered clouds',1590
'few clouds',5821
'light intensity drizzle',3764
'overcast clouds',3056
'broken clouds',4099
'overcast clouds',346
'sky is clear',4429
'sky is clear',6608
'sky is clear',4582
'broken clouds',2287
mist,2394
'Sky is Clear',1284
'overcast clouds',270
'broken clouds',5960
'broken clouds',930
'sky is clear',898
'broken clouds',6274
'overcast clouds',2983
'scattered clouds',2650
'few clouds',2892
'scattered clouds',5358
'sky is clear',2865
'sky is clear',4477
'light rain',5476
'light intensity drizzle',345
haze,5173
